overall_qual,gr_liv_area,nb_ranking,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,full_bath,totrms_abvgrd,mas_vnr_area,fireplaces,bsmtfin_sf_1,open_porch_sf,wood_deck_sf,lot_area,saleprice
7,1479,1.45,312.0,1.0,624.0,743,1926,1997,1,6,0.0,2,424.0,0,530,7000,160000
7,1576,2.1,668.0,3.0,1393.0,1576,2004,2004,2,7,24.0,1,1087.0,20,143,3940,219990
7,1479,2.5,577.0,2.0,1468.0,1479,1999,2000,2,6,125.0,0,0.0,25,120,9382,191000
5,1060,1.35,308.0,1.0,756.0,916,1925,1994,1,6,0.0,1,317.0,65,0,6854,136500
4,943,1.7,308.0,1.0,0.0,943,1958,1994,1,5,0.0,0,0.0,0,0,11515,80000
7,2183,2.05,786.0,3.0,1204.0,1377,1988,1988,2,9,178.0,0,1002.0,0,0,13837,229000
7,1949,2.0,574.0,2.0,1050.0,1062,1993,1994,2,8,246.0,1,750.0,90,156,9938,236000
10,1824,2.85,932.0,3.0,1824.0,1824,2006,2007,2,8,242.0,1,0.0,36,160,12633,392000
6,1930,1.05,316.0,1.0,720.0,1146,1927,1950,2,8,0.0,0,522.0,0,0,6876,149000
10,2393,2.15,846.0,2.0,970.0,1469,1998,1999,2,7,0.0,1,128.0,90,0,3951,345000
5,2014,1.85,624.0,2.0,716.0,1007,1900,2005,2,8,0.0,0,0.0,72,0,9856,169000
4,1242,1.7,336.0,1.0,484.0,1242,1946,1950,1,4,0.0,0,0.0,0,0,17808,109900
7,2000,1.45,650.0,3.0,996.0,996,1993,1994,2,9,94.0,1,758.0,48,190,9627,188000
6,1412,1.35,280.0,1.0,780.0,825,1939,1950,1,6,0.0,1,0.0,0,45,6000,132500
5,990,2.5,440.0,1.0,990.0,990,1994,1994,1,5,0.0,0,755.0,0,66,9757,143000
5,1342,1.7,256.0,1.0,1342.0,1342,1951,1951,1,7,0.0,0,557.0,0,0,9280,125000
9,1868,2.7,1085.0,3.0,1868.0,1868,2005,2005,2,7,568.0,1,1505.0,56,354,14780,415000
4,1363,1.85,528.0,2.0,622.0,741,1910,1950,1,6,0.0,0,0.0,0,0,7740,125500
6,1632,1.9,338.0,1.0,1240.0,1632,1958,1988,2,6,183.0,1,620.0,0,289,9600,139000
10,2296,2.7,842.0,3.0,1722.0,1728,2008,2008,2,10,420.0,1,1338.0,274,382,13478,451950
5,1678,1.7,0.0,0.0,1678.0,1678,1959,1959,2,10,74.0,0,0.0,0,0,10926,119900
8,1296,2.85,471.0,2.0,1267.0,1296,2001,2002,2,6,136.0,0,1005.0,25,192,6853,220000
6,1587,1.9,525.0,2.0,1587.0,1587,1971,1971,2,7,302.0,1,838.0,44,0,10667,167300
5,1298,1.7,256.0,1.0,720.0,854,1941,1950,1,6,0.0,2,626.0,0,84,8212,122000
5,1728,1.4,504.0,2.0,1728.0,1728,1963,1963,2,10,336.0,0,1332.0,0,0,9100,125000
5,928,1.85,288.0,1.0,928.0,928,1957,1957,1,5,0.0,0,308.0,0,0,6000,112500
7,1795,2.5,578.0,2.0,879.0,879,2005,2006,2,7,0.0,0,0.0,111,164,9316,191000
6,1080,1.9,288.0,1.0,1080.0,1080,1958,1958,1,5,135.0,0,570.0,0,0,9464,136000
7,1779,2.5,546.0,2.0,866.0,866,1998,1998,2,6,0.0,0,0.0,36,198,10400,197900
6,1635,1.85,255.0,1.0,485.0,1001,1910,2003,1,5,0.0,0,0.0,0,394,5310,117000
7,1220,2.5,632.0,2.0,1199.0,1220,2006,2006,2,6,84.0,0,684.0,54,105,7406,194000
9,1310,2.15,545.0,2.0,1310.0,1310,2001,2001,1,5,179.0,1,1004.0,45,277,4538,285000
5,1355,1.7,0.0,0.0,644.0,808,1940,1999,2,6,0.0,0,351.0,0,140,10106,127500
7,2295,3.4,590.0,2.0,1095.0,1166,1992,2000,2,9,0.0,1,728.0,40,0,13346,268000
4,1798,1.85,342.0,2.0,1075.0,1156,1900,1950,2,7,0.0,0,0.0,0,0,9639,137000
7,1620,2.05,578.0,2.0,1620.0,1620,1967,1967,2,8,0.0,1,603.0,62,0,15387,215000
5,1216,1.9,336.0,1.0,1216.0,1216,1955,1955,1,5,0.0,0,288.0,0,0,10050,129500
5,1344,1.35,240.0,1.0,896.0,896,1936,1950,1,7,0.0,0,0.0,114,200,6240,115000
5,1159,1.85,288.0,1.0,747.0,747,1925,1950,1,5,0.0,0,0.0,0,84,7506,114000
4,1056,2.0,384.0,1.0,1056.0,1056,1966,1966,1,5,0.0,0,1056.0,42,0,8900,107000
5,1216,1.9,336.0,1.0,832.0,832,1947,1950,1,6,0.0,0,442.0,0,158,8480,118500
6,1158,1.35,208.0,1.0,862.0,950,1929,1950,1,5,0.0,1,0.0,0,0,6000,120000
8,1538,2.15,484.0,2.0,1538.0,1538,2005,2005,2,7,148.0,0,769.0,40,146,8847,260000
5,1143,1.9,308.0,1.0,1143.0,1143,1959,1959,1,6,150.0,0,856.0,0,0,8050,136000
4,872,1.9,480.0,4.0,858.0,872,1971,1971,1,5,0.0,0,0.0,0,0,8294,123000
6,1406,1.05,0.0,0.0,319.0,1035,1920,1950,1,6,0.0,0,0.0,144,0,7920,89500
6,1324,2.1,430.0,2.0,1324.0,1324,2005,2005,2,6,0.0,0,0.0,23,36,18494,199500
5,904,1.4,408.0,1.0,876.0,904,1966,1966,1,6,41.0,0,0.0,0,0,7162,109900
7,2080,2.5,282.0,1.0,1276.0,1276,1926,2004,1,9,0.0,2,0.0,0,0,10918,234000
6,848,2.5,420.0,2.0,848.0,848,2004,2004,1,3,169.0,1,662.0,0,140,4435,155900
4,1788,2.35,304.0,1.0,1104.0,1104,1957,1989,1,8,0.0,2,0.0,0,120,11250,161500
6,1344,2.85,525.0,2.0,819.0,1344,1958,1958,1,7,541.0,1,111.0,118,0,14375,137500
5,2256,1.85,0.0,0.0,840.0,1128,1910,1950,2,12,0.0,0,0.0,18,0,9045,76500
6,2060,2.35,521.0,2.0,1151.0,1164,1988,1989,2,8,268.0,1,831.0,228,0,10029,211000
6,1337,1.9,511.0,2.0,1405.0,1337,1998,1999,2,5,0.0,0,266.0,68,144,4060,181000
6,1165,1.9,490.0,2.0,1127.0,1165,1966,1966,1,6,183.0,0,312.0,129,0,9020,174900
5,1320,1.4,564.0,2.0,1164.0,1320,1966,1966,1,6,97.0,2,328.0,68,160,11777,164500
7,1535,2.7,532.0,2.0,1517.0,1535,2004,2004,2,7,168.0,0,2.0,0,0,10171,214000
7,2044,2.05,489.0,2.0,738.0,1277,1980,1988,2,7,280.0,1,0.0,73,28,10400,185000
4,1136,1.35,336.0,1.0,704.0,624,1929,1950,1,6,0.0,0,80.0,365,0,6240,123000
6,1299,1.45,486.0,2.0,1001.0,1299,1979,1979,2,5,0.0,1,1001.0,0,84,12150,183500
8,1441,2.15,492.0,2.0,776.0,764,1999,2000,2,5,456.0,0,0.0,0,206,2645,174000
5,1630,1.7,649.0,2.0,1073.0,1630,1953,1953,2,6,0.0,1,587.0,64,0,22692,130000
7,1641,1.85,546.0,2.0,728.0,832,1925,1990,1,6,0.0,1,16.0,0,0,9600,178000
5,1629,2.1,482.0,2.0,928.0,928,1997,1998,2,6,0.0,1,791.0,34,212,13830,189900
6,848,2.5,420.0,2.0,848.0,848,2003,2004,1,4,170.0,0,685.0,0,140,4435,144000
6,816,1.05,432.0,1.0,816.0,816,1930,2007,1,5,0.0,0,538.0,0,0,5890,120500
5,1097,2.5,672.0,2.0,1097.0,1097,1994,1995,1,6,0.0,0,0.0,64,392,10859,145000
8,1652,3.6,499.0,2.0,1494.0,1652,2000,2000,2,6,0.0,0,1196.0,48,96,5330,251000
4,1768,1.4,0.0,0.0,1768.0,1768,1968,1968,2,8,0.0,0,0.0,0,0,10778,136500
4,1152,1.7,0.0,0.0,0.0,1152,1955,1955,2,6,58.0,0,0.0,0,0,6845,82500
2,810,1.05,280.0,1.0,0.0,810,1910,1950,1,4,0.0,0,0.0,24,119,21780,57625
7,1358,2.7,484.0,2.0,1350.0,1358,2007,2008,2,6,176.0,1,876.0,26,192,10307,212500
6,1216,1.45,402.0,2.0,1216.0,1216,1998,1998,2,5,116.0,0,897.0,125,0,4500,164000
6,1638,1.05,384.0,1.0,967.0,967,1957,1957,2,6,327.0,0,0.0,21,0,9060,139000
7,1252,2.15,462.0,2.0,600.0,624,1999,2000,2,4,212.0,0,510.0,48,0,2160,160000
5,883,1.45,698.0,2.0,828.0,883,1992,1993,1,5,0.0,1,718.0,32,100,7669,149000
5,874,1.45,288.0,1.0,864.0,874,1968,1968,1,5,0.0,0,510.0,0,33,9858,130000
7,1710,1.85,480.0,2.0,576.0,902,1921,1950,2,9,0.0,0,0.0,11,12,10300,140000
8,1836,2.15,517.0,2.0,1836.0,1836,2008,2009,2,8,288.0,1,0.0,175,0,8125,264500
5,1092,1.9,299.0,1.0,1092.0,1092,1957,1957,1,6,0.0,1,895.0,0,268,14850,141000
7,1241,2.15,569.0,2.0,1241.0,1241,2006,2007,1,4,0.0,0,1106.0,116,0,4274,199900
6,1334,2.05,630.0,2.0,1350.0,1334,1977,1977,2,6,360.0,1,686.0,16,0,9650,167900
6,1429,1.9,572.0,2.0,1144.0,1429,1960,1987,1,7,85.0,2,594.0,110,216,14585,181900
8,1566,2.15,750.0,2.0,1566.0,1566,2008,2008,2,7,36.0,0,1078.0,168,144,9000,262500
7,2288,2.05,520.0,2.0,908.0,1316,1977,1992,1,8,283.0,2,432.0,72,321,13774,230000
9,1709,2.15,506.0,2.0,1698.0,1709,1999,2000,2,5,60.0,1,1238.0,65,97,5119,328900
8,1721,2.7,554.0,2.0,1721.0,1721,2005,2005,2,7,210.0,0,119.0,27,168,9254,232698
8,1254,2.5,810.0,3.0,1254.0,1254,2008,2008,2,5,140.0,0,872.0,92,168,10324,221800
5,1350,1.4,627.0,3.0,576.0,864,1941,1973,1,6,0.0,0,336.0,0,0,8375,152400
7,1630,2.5,451.0,2.0,1630.0,1630,2000,2001,2,6,171.0,1,0.0,234,74,9750,213000
7,1585,2.0,449.0,2.0,784.0,831,2005,2005,2,7,96.0,0,0.0,77,100,7632,184900
5,1336,2.5,375.0,1.0,1165.0,1336,1953,1953,1,5,56.0,2,841.0,0,0,15750,157000
5,1211,1.4,576.0,2.0,864.0,1211,1962,2002,1,6,0.0,1,612.0,0,161,9240,144000
6,1353,2.05,478.0,2.0,1259.0,1353,1979,1999,2,5,253.0,1,903.0,141,240,10400,192350
7,1200,1.9,440.0,2.0,1174.0,1200,1966,1966,2,6,202.0,1,654.0,0,0,8800,163500
7,2329,2.0,514.0,2.0,1475.0,1532,1990,1990,2,10,99.0,1,1085.0,121,192,11839,262280
7,1536,2.5,532.0,2.0,1536.0,1536,2002,2003,2,7,113.0,0,810.0,74,192,9135,214000
6,1811,2.5,470.0,2.0,1073.0,1811,1956,2004,1,6,0.0,1,296.0,0,0,14115,230000
7,2172,2.7,947.0,3.0,1063.0,1071,2006,2006,2,9,350.0,1,0.0,62,192,14154,280000
4,1073,1.05,720.0,2.0,1073.0,1073,1957,1980,1,6,0.0,0,967.0,444,0,6565,140000
6,1839,1.9,442.0,2.0,756.0,1051,1966,1966,1,7,351.0,1,0.0,124,0,7700,155000
3,1020,1.05,0.0,0.0,1020.0,1020,1918,1950,1,5,0.0,0,0.0,0,0,4761,64500
6,1802,2.0,1017.0,4.0,946.0,964,1993,1993,2,8,85.0,1,860.0,92,450,12361,218000
5,1009,2.5,576.0,2.0,995.0,1009,1977,1977,2,6,51.0,1,755.0,0,0,9720,160000
8,1338,2.15,598.0,2.0,1338.0,1338,2007,2007,2,6,0.0,0,24.0,141,0,8640,208900
5,3820,1.7,624.0,2.0,0.0,3820,1959,1996,3,11,0.0,2,0.0,372,0,47007,284700
7,1392,2.15,540.0,2.0,689.0,703,2007,2007,2,5,0.0,0,0.0,102,0,3180,146000
8,1288,2.6,500.0,2.0,1260.0,1288,1996,1996,1,4,0.0,2,786.0,30,120,14963,245500
6,1013,1.35,160.0,1.0,992.0,1013,1926,1950,1,6,0.0,0,0.0,0,0,5000,113000
8,1782,2.7,932.0,3.0,1782.0,1782,2004,2005,2,7,238.0,2,1531.0,82,99,16870,296000
9,1922,3.6,676.0,3.0,1922.0,1922,2005,2006,2,8,200.0,1,1249.0,51,178,14157,377426
10,1718,2.7,786.0,3.0,1700.0,1718,2006,2007,2,7,230.0,1,1172.0,48,216,12456,337500
10,2492,2.7,949.0,3.0,2492.0,2492,2004,2005,2,8,730.0,1,2146.0,235,226,14836,552000
4,936,1.7,265.0,1.0,624.0,624,1948,1950,1,5,0.0,0,0.0,0,0,6956,97900
6,1218,2.15,676.0,2.0,1218.0,1218,2009,2009,2,4,0.0,0,27.0,102,0,7862,208300
7,1820,1.45,816.0,3.0,910.0,910,1996,1997,2,8,0.0,1,0.0,32,318,11050,213000
7,1724,2.5,527.0,2.0,880.0,880,1998,1999,2,8,0.0,0,0.0,155,120,8924,188000
6,1336,1.9,488.0,2.0,1121.0,1336,1958,1958,1,7,632.0,1,203.0,0,80,9610,162000
5,1558,1.05,282.0,1.0,910.0,910,1950,1950,1,6,0.0,0,420.0,0,289,13710,152000
7,1947,2.15,678.0,2.0,991.0,991,2004,2005,2,8,0.0,1,222.0,136,0,12552,254900
7,1657,2.0,483.0,2.0,832.0,832,1994,1995,2,6,145.0,0,537.0,74,144,14565,189000
7,2064,2.05,550.0,2.0,2048.0,2064,1978,1978,2,7,383.0,2,1206.0,0,200,18559,235000
5,1164,1.7,240.0,1.0,1164.0,1164,1950,1950,1,5,0.0,0,1040.0,48,0,10880,125000
7,836,1.35,308.0,1.0,836.0,836,1975,1975,1,4,0.0,0,0.0,30,0,2280,120000
1,1600,1.45,270.0,1.0,0.0,1600,1951,1951,1,6,0.0,0,0.0,0,0,31250,81500
6,816,1.7,0.0,0.0,816.0,816,1990,1990,1,5,104.0,0,816.0,32,0,11841,118500
9,1766,2.15,478.0,3.0,1766.0,1766,2009,2009,2,7,162.0,1,1121.0,130,195,9187,370878
5,2002,2.5,871.0,3.0,1001.0,1001,1949,1950,2,8,0.0,0,284.0,0,0,6270,145000
7,1954,2.5,431.0,2.0,798.0,1137,1939,2006,1,8,312.0,2,341.0,119,0,15660,311500
7,1364,2.1,437.0,2.0,1220.0,1364,2006,2006,2,6,14.0,1,453.0,16,100,3087,210250
7,1861,2.5,492.0,2.0,916.0,920,2002,2002,2,8,0.0,0,700.0,91,146,13450,200000
5,1734,1.45,539.0,2.0,0.0,1302,1977,1977,2,8,0.0,0,0.0,0,0,10125,126000
4,1039,1.85,281.0,1.0,405.0,717,1900,2003,1,6,0.0,0,0.0,0,0,8146,114000
4,1510,1.85,720.0,2.0,677.0,833,1910,1950,2,7,0.0,0,0.0,0,0,9600,87500
8,2541,3.6,729.0,3.0,1149.0,1164,2005,2005,3,10,146.0,1,986.0,32,120,12328,349265
8,1512,2.0,845.0,3.0,1512.0,1512,2004,2004,2,6,264.0,0,516.0,36,210,10141,203000
7,1434,2.0,527.0,2.0,1454.0,1434,2001,2001,2,6,0.0,1,20.0,39,290,8529,189000
7,1653,2.15,628.0,2.0,812.0,812,2003,2003,2,6,0.0,0,410.0,45,0,8127,209000
6,2007,1.85,357.0,1.0,917.0,1090,1900,1950,2,8,0.0,0,0.0,235,0,8400,160000
5,1037,1.4,431.0,2.0,1037.0,1037,1974,1974,1,5,44.0,0,787.0,47,136,10751,129000
5,1389,1.45,418.0,2.0,1389.0,1389,1974,1975,1,6,0.0,1,1071.0,38,240,10010,170000
5,694,2.5,352.0,1.0,440.0,694,1913,2002,1,4,0.0,1,365.0,0,0,4280,90350
6,1096,1.7,0.0,0.0,572.0,572,1924,1950,1,5,0.0,0,0.0,8,0,9600,79000
5,894,2.5,552.0,2.0,894.0,894,1972,1972,1,5,0.0,0,894.0,0,256,9800,149900
5,864,1.9,576.0,2.0,864.0,864,1971,1971,1,5,0.0,0,119.0,0,0,7560,123000
4,1774,1.85,779.0,3.0,1095.0,1095,1900,1950,2,8,0.0,0,0.0,0,0,9600,87000
6,1118,1.45,358.0,1.0,1096.0,1118,1977,1977,1,6,0.0,1,522.0,0,203,9880,171000
6,1252,1.9,288.0,1.0,1032.0,1032,1950,1950,1,6,0.0,0,280.0,0,0,9600,119000
5,1148,1.9,672.0,1.0,1148.0,1148,1959,1959,1,6,0.0,0,1148.0,0,0,7931,132500
8,1666,1.85,228.0,1.0,588.0,833,1925,1996,1,7,0.0,1,0.0,63,192,5100,161000
9,1947,2.5,725.0,3.0,1357.0,1366,2001,2002,2,7,134.0,1,1194.0,116,168,9720,274000
5,912,1.4,336.0,1.0,912.0,912,1967,1967,1,5,0.0,1,842.0,0,0,8521,125000
5,1195,1.7,0.0,0.0,1195.0,1195,1946,1950,2,8,0.0,0,0.0,0,118,8741,98500
8,1624,3.4,757.0,3.0,1624.0,1624,1994,1995,2,5,0.0,1,1456.0,114,0,12461,262000
5,914,2.5,444.0,2.0,914.0,914,1979,1979,1,5,40.0,0,710.0,0,0,6950,134900
5,1328,2.85,308.0,1.0,1350.0,1328,1959,1959,1,5,0.0,2,967.0,104,0,16905,170000
6,1461,2.5,225.0,1.0,686.0,686,1926,1991,1,6,0.0,1,0.0,0,0,7155,135000
6,2683,3.4,473.0,2.0,930.0,1364,1990,1991,2,9,304.0,2,704.0,251,237,9205,290000
7,1258,2.1,462.0,2.0,1246.0,1258,2007,2007,2,6,0.0,0,0.0,0,0,7697,173500
5,2008,1.7,230.0,1.0,896.0,1112,1948,2002,3,8,0.0,0,603.0,0,103,7800,225000
5,1187,1.9,440.0,2.0,864.0,1187,1961,1961,1,6,0.0,1,311.0,0,128,14357,140500
5,990,2.5,299.0,1.0,990.0,990,1994,1994,1,5,0.0,0,495.0,64,0,8775,126000
8,1586,2.15,480.0,2.0,960.0,962,1999,1999,2,7,466.0,0,612.0,0,169,2645,170000
5,990,2.5,576.0,2.0,990.0,990,1995,1995,1,5,0.0,0,716.0,0,224,13568,156000
5,1600,1.9,319.0,1.0,1484.0,1600,1957,1997,1,6,0.0,2,1277.0,258,288,16321,207500
8,1792,2.15,590.0,2.0,896.0,896,2007,2007,2,8,0.0,0,350.0,96,184,8640,255000
4,988,1.25,297.0,1.0,462.0,526,1973,1973,1,4,0.0,1,437.0,101,0,1596,94900
5,1170,1.9,338.0,1.0,1170.0,1170,1958,1958,1,6,0.0,1,625.0,0,0,7315,140000
3,1376,1.85,216.0,1.0,738.0,714,1905,1950,1,7,0.0,0,0.0,0,0,7614,96900
5,1154,1.9,480.0,2.0,1154.0,1154,1966,1966,1,6,200.0,1,740.0,58,0,11000,154000
8,1772,1.85,816.0,2.0,725.0,909,1910,1999,2,7,0.0,0,0.0,0,0,10337,184900
10,2084,2.7,1220.0,3.0,2078.0,2084,2007,2008,2,7,816.0,1,1636.0,45,188,14803,385000
4,951,1.05,327.0,1.0,951.0,951,1936,1950,1,6,0.0,0,285.0,28,0,8765,106500
8,2687,3.4,810.0,3.0,1455.0,1466,2000,2000,2,10,150.0,2,1173.0,30,252,12720,327000
9,2490,2.15,795.0,3.0,2458.0,2490,2005,2006,2,9,198.0,2,2158.0,226,70,11128,468000
6,1666,1.05,384.0,1.0,1204.0,1204,1927,1950,1,4,0.0,0,0.0,0,0,5160,135000
6,1141,2.0,484.0,2.0,1141.0,1141,2005,2005,1,6,0.0,0,0.0,0,0,13072,142500
5,1464,1.9,470.0,2.0,732.0,732,1968,1968,1,7,0.0,0,732.0,40,0,8814,141000
5,1347,1.7,0.0,0.0,1117.0,820,1910,1991,1,5,0.0,0,969.0,0,85,7000,107500
5,1282,1.45,240.0,1.0,672.0,778,1942,1979,1,4,0.0,0,485.0,88,0,4484,108500
6,1320,2.0,472.0,2.0,636.0,636,1994,1994,2,6,0.0,0,274.0,40,0,9019,150000
3,936,1.05,0.0,0.0,216.0,576,1916,1950,1,6,0.0,0,0.0,0,0,8520,78000
8,1580,2.15,830.0,3.0,1580.0,1580,2007,2008,2,7,186.0,0,0.0,24,0,11932,235128
7,1824,2.35,739.0,2.0,1643.0,1824,1971,2002,2,5,351.0,2,1219.0,48,380,115149,302000
5,1558,2.5,440.0,2.0,864.0,1558,1975,2001,2,5,0.0,0,88.0,0,140,14330,163000
3,640,1.7,240.0,1.0,0.0,640,1945,2007,1,5,0.0,0,0.0,0,0,8777,84900
6,1322,1.35,440.0,2.0,855.0,855,1974,1974,2,6,0.0,1,257.0,0,260,2308,147000
7,1826,1.85,164.0,1.0,910.0,916,1915,2005,1,7,0.0,1,299.0,0,0,2500,155000
7,1339,2.85,484.0,2.0,1309.0,1339,1990,1990,2,6,54.0,1,1053.0,58,0,8049,180000
4,1092,1.05,0.0,0.0,0.0,372,1930,1950,2,7,0.0,0,0.0,0,0,5600,55000
7,1146,2.85,438.0,2.0,868.0,1146,2003,2003,2,6,442.0,1,786.0,22,160,9590,187500
6,1125,1.7,352.0,1.0,1041.0,1125,1976,1976,1,6,255.0,1,631.0,0,296,7200,125000
7,2057,2.5,180.0,1.0,1017.0,1020,1936,1987,1,6,0.0,1,223.0,0,0,11500,250000
5,899,1.85,200.0,1.0,481.0,899,1910,1950,1,5,0.0,0,0.0,0,0,6756,78000
4,1594,1.85,0.0,0.0,828.0,828,1910,1996,2,9,0.0,0,0.0,172,0,11426,118000
8,1694,2.7,818.0,3.0,1694.0,1694,2007,2007,2,7,254.0,0,0.0,228,168,12030,318000
8,1911,2.0,471.0,2.0,777.0,1065,1993,1994,2,8,125.0,1,380.0,81,182,9554,215000
4,672,1.05,0.0,0.0,432.0,672,1925,1950,1,4,0.0,0,0.0,0,0,8534,72000
6,1523,2.05,478.0,2.0,1193.0,1523,1976,1976,2,7,160.0,1,644.0,0,0,11361,180000
6,1651,2.85,616.0,2.0,1606.0,1651,1986,1986,2,7,132.0,1,1398.0,0,192,12416,184000
5,1041,1.9,270.0,1.0,1041.0,1041,1959,1959,1,6,132.0,0,991.0,88,224,9600,124500
5,1604,1.9,576.0,2.0,1604.0,1604,1958,1958,2,8,0.0,0,0.0,0,42,8267,135000
6,1672,1.35,240.0,1.0,981.0,1014,1940,1989,1,6,0.0,1,521.0,11,0,6000,164900
7,1164,2.05,528.0,2.0,1164.0,1164,1969,1969,1,6,168.0,0,0.0,0,0,9600,140000
5,1041,1.9,294.0,1.0,1041.0,1041,1958,1958,1,6,0.0,0,0.0,0,0,7350,128000
6,1034,1.4,504.0,2.0,450.0,1034,1978,1978,1,6,40.0,1,450.0,0,311,7703,153000
6,1609,1.85,228.0,1.0,796.0,825,1910,1950,1,7,0.0,0,0.0,182,0,4347,127500
5,1337,1.9,264.0,1.0,572.0,1337,1950,2006,1,7,0.0,1,32.0,192,0,9600,141500
8,2622,3.4,712.0,2.0,1463.0,1500,1994,1995,2,9,362.0,2,1032.0,32,186,12256,325000
7,1594,2.05,472.0,2.0,1594.0,1594,1993,1993,2,6,112.0,1,0.0,80,190,9547,188500
6,1262,2.15,572.0,2.0,1262.0,1262,2006,2006,2,5,68.0,0,905.0,120,0,7200,185000
6,1175,2.0,0.0,0.0,1175.0,1175,2005,2006,1,6,126.0,0,80.0,90,0,13072,146000
6,1288,1.85,280.0,1.0,624.0,664,1917,2007,1,5,0.0,1,0.0,103,0,3600,119000
5,1302,1.0,280.0,1.0,630.0,630,1971,1971,2,6,142.0,0,0.0,0,0,1680,112000
8,1247,2.15,550.0,2.0,1247.0,1247,2005,2005,1,4,0.0,1,1039.0,84,0,3316,197000
9,2589,2.7,831.0,3.0,1738.0,1738,2006,2006,2,11,215.0,1,1369.0,0,0,16387,412083
8,1689,1.45,857.0,3.0,1568.0,1689,2002,2002,2,7,148.0,2,1218.0,59,150,13265,271000
7,1405,2.7,478.0,2.0,1405.0,1405,2003,2003,2,6,235.0,1,1000.0,36,136,3242,200000
7,1324,2.05,585.0,2.0,1228.0,1324,1976,1976,2,5,130.0,1,624.0,36,407,8991,174000
5,1377,1.9,351.0,1.0,1377.0,1377,1960,1960,1,6,0.0,2,1098.0,0,0,8000,156500
6,1756,2.85,422.0,2.0,872.0,888,1996,1997,2,7,42.0,0,742.0,122,144,9303,204000
5,1228,1.4,271.0,1.0,1228.0,1228,1966,2006,1,6,0.0,0,0.0,65,0,8544,149350
5,1008,1.9,275.0,1.0,1008.0,1008,1954,1954,1,4,0.0,1,486.0,0,0,11425,137000
7,2031,2.5,541.0,2.0,1153.0,1153,1998,1999,2,8,202.0,1,252.0,84,192,11404,222500
6,1504,2.1,440.0,2.0,752.0,752,2007,2007,2,6,22.0,0,0.0,32,100,8229,166000
5,936,1.85,0.0,0.0,936.0,936,1920,1950,1,5,0.0,1,579.0,0,51,4485,109500
4,1383,1.7,498.0,2.0,0.0,1383,1954,1954,1,6,0.0,0,0.0,0,0,15635,122000
5,967,1.85,180.0,1.0,967.0,967,1920,1990,1,5,0.0,1,0.0,0,0,3153,99900
8,1656,2.15,826.0,3.0,1656.0,1656,2006,2006,2,7,0.0,0,24.0,146,0,11096,249700
6,1152,2.5,300.0,1.0,1092.0,1152,1950,2004,1,6,0.0,1,0.0,36,0,14000,158500
6,1142,2.0,0.0,0.0,1142.0,1142,2005,2005,1,5,0.0,0,24.0,50,4,7733,139500
6,1403,2.85,470.0,2.0,1381.0,1403,2000,2000,2,5,0.0,0,1136.0,173,0,8098,202000
5,1712,1.9,588.0,2.0,1626.0,1712,1959,2005,2,8,122.0,0,528.0,54,272,8393,145000
4,1258,1.4,400.0,2.0,1198.0,1258,1969,1969,0,6,0.0,0,1198.0,0,120,12900,108959
5,1687,2.85,572.0,2.0,747.0,1687,1948,1950,1,7,0.0,2,353.0,0,0,57200,160000
5,1560,1.9,484.0,2.0,1560.0,1560,1958,1958,2,8,260.0,0,0.0,0,0,8078,128600
7,1935,2.05,550.0,2.0,793.0,1142,1976,1976,2,7,233.0,1,0.0,113,0,12384,197900
7,1083,2.05,596.0,2.0,1047.0,1083,1976,1976,1,5,252.0,1,1005.0,0,444,9927,172000
5,907,2.5,308.0,1.0,876.0,907,1977,1977,1,5,0.0,0,60.0,0,0,16300,130000
6,1675,2.85,435.0,2.0,1666.0,1675,1999,2000,2,6,0.0,0,1223.0,52,165,7915,195000
5,988,1.45,520.0,2.0,988.0,988,1954,1954,1,4,0.0,0,0.0,0,0,21750,113000
8,1491,1.45,490.0,2.0,1491.0,1491,2001,2001,2,7,0.0,0,0.0,100,120,9116,209000
7,1479,2.85,578.0,2.0,1645.0,1479,1987,1989,2,7,310.0,1,904.0,238,224,14419,213500
5,1112,1.9,480.0,2.0,631.0,1112,1951,1951,1,5,0.0,0,308.0,0,0,13070,126000
6,1689,1.7,480.0,2.0,1436.0,1689,1956,1956,1,7,0.0,1,0.0,0,0,9855,127500
9,1710,3.6,557.0,2.0,1710.0,1710,2007,2007,2,6,178.0,1,1034.0,48,156,8118,334000
6,1253,1.9,352.0,1.0,1253.0,1253,1960,1960,1,5,212.0,1,733.0,213,0,10920,157000
5,864,1.9,294.0,1.0,864.0,864,1962,1962,1,5,0.0,0,110.0,0,58,6600,125500
7,1456,2.5,410.0,2.0,728.0,728,2005,2005,2,7,0.0,1,648.0,18,36,8199,189000
7,1217,1.45,497.0,2.0,1188.0,1217,1990,1991,2,6,0.0,0,611.0,27,168,9947,173000
7,2646,2.6,550.0,2.0,1748.0,2151,1974,1974,2,9,145.0,4,1023.0,100,641,14330,260000
8,1768,2.5,578.0,2.0,866.0,866,2007,2007,2,7,0.0,0,20.0,105,144,10769,212000
5,914,2.5,576.0,2.0,870.0,914,1996,1996,1,5,0.0,0,298.0,0,0,8846,148000
6,1775,1.9,480.0,2.0,533.0,1131,1964,1964,2,8,0.0,0,0.0,172,0,10600,136300
